Argyle	48.515184	-123.02308
Agate Beach	48.432093	-122.876468
Avon	48.4655353516346	-122.393085739202
Adelma Beach	48.04926	-122.82906
Austin	47.993295	-122.534237
Abbotsford	49.063038	-122.251347
Aitchelitch 9	49.1495795	-121.9936988
Acme	48.711041	-122.203473
Alger	48.620618	-122.3412579
Arlington Heights	48.2019475	-122.0608927
Arlington Junction	48.206634	-122.130109
Arlington Heights	48.202155	-122.055217
Arlington	48.191311	-122.126491
Alderwood Manor	47.807887	-122.2613999
Andron	48.262739	-121.601814
Aspen Grove	49.929928	-120.62941
Ashnola 10	49.2182911	-119.9726213
Armstrong	50.448071	-119.193774
Ashton Creek	50.55	-119.01667
Anacortes Crossing	48.783189	-120.829836
Alexis 9	49.214637	-119.907986
Azwell	47.9400806	-119.88245
Anglin	48.6562817	-119.2882898
Aeneas	48.5466742	-118.9765773
Almond Gardens	49.016361	-118.498284
Ayock	47.507315	-123.056822
Aero Mobile Court	47.503955	-122.747401
Agate Point	47.7171706	-122.5500905
Adams	47.670934	-122.384767
Annapolis	47.5428396	-122.6254419
Arroyo Heights	47.5030572183364	-122.377495601632
Allyn	47.3841638	-122.8286483
Allyn-Grapeview	47.365	-122.83583
Agate	47.2136633	-123.0125249
Arcadia	47.197767	-122.939975
Arletta	47.29007	-122.670425
Artondale	47.300733	-122.612959
Anderson Island	47.155539	-122.705809
American Lake Garden Tract	47.121205	-122.537294
Allison	47.140333	-122.391816
Aberdeen	46.9754569	-123.8155291
Artic	46.8903723	-123.7147024
Adna	46.62811	-123.058908
Alpha	46.611757	-122.604549
Ajlune	46.515342	-122.43546
Alta Vista	46.499694	-122.372497
Avondale	47.701685	-122.096447
Adelaide	47.652945	-122.090435
Ashwood	47.629543	-122.195401
Allentown	47.49423	-122.273141
Ames Lake	47.631698	-121.967199
Alpine Mobile Manor	47.514773	-121.920703
Auburn	47.307522	-122.22575
Algona	47.2790884	-122.249916
Alderton	47.171052	-122.229322
Alder	46.795766	-122.270371
Ashford	46.75858	-122.0301889
American River	46.975949	-121.161751
Altoona	46.2661997	-123.6524045
Astoria	46.1890904	-123.8347121
Alston	46.099098	-123.053508
Apiary	46.0188151	-123.0306853
Ariel	45.957714	-122.575478
Amboy	45.913704	-122.446781
Alpine	45.788171	-122.424262
Amity	45.1145628	-123.2049013
Aloha	45.494135	-122.870121
Albina	45.54389	-122.67389
Ardgour	45.453828	-122.648342
Arleta	45.48873	-122.593427
Anderson	45.4585	-122.387001
Aurora	45.231609	-122.755369
Advance	45.317462	-122.715106
Appleton	45.817964	-121.270328
Aims	45.454344	-122.206204
Alder Creek	45.38057	-122.105199
Ardenvoir	47.7374521	-120.3687436
Appleyard	47.396723	-120.30285
Alstown	47.560919	-119.99511
Appledale	47.370122	-119.956924
Ahtanum	46.5582995	-120.6220847
Artesian	46.552072	-120.354504
Audrey	46.6273573	-119.6153089
Almira	47.708824	-118.942123
Adrian	47.3927527	-119.3748725
Adco	47.4177327	-119.3624179
Atwood	47.1022921	-119.1293966
Ankeny	46.83556	-118.168306
Ayer	46.594725	-118.349354
Ashue	46.4046751	-120.459323
Alfalfa	46.3299489	-120.2396724
Apricot	46.2364896	-119.8581311
Arlington	45.716946	-120.200682
Alderdale	45.8356834	-119.9252007
Ash	46.253192	-118.843331
Ainsworth Junction	46.21196	-119.0391562
Attalia	46.1093911	-118.9179739
Adkins	46.253372	-118.679391
Athena	45.8126658	-118.4919828
Adams	45.766679	-118.563094
Alpine	45.61653	-119.529483
Albee	45.212599	-118.908826
Argenta	50.160883	-116.918164
Ainsworth Hot Springs	49.7340536	-116.9101868
Aladdin	48.7279994	-117.6744725
Apex	49.183718	-117.263128
Arzina	48.439673	-118.1177823
Arden	48.4576747	-117.8799893
Addy	48.356094	-117.837867
Arrow Creek	49.155264	-116.469537
Addie	48.95648	-116.170402
Allens Spur	48.740493	-116.366314
Algoma	48.197131	-116.571756
Athol	47.9477921	-116.7082814
Ant Flat	48.724131	-114.876546
Apgar Village	48.52778	-113.99306
Apgar	48.527294	-113.993767
Aetna	49.133974	-113.237945
Airway Heights	47.642975	-117.5932059
Ashby	47.152101	-118.067733
Amber	47.353459	-117.710438
Atlas	47.70046	-116.82964
Almota	46.703365	-117.467255
Albion	46.789488	-117.250927
Armstrong	46.760163	-117.225451
Alpowa	46.435066	-117.317888
Arrow	46.477944	-116.76793
Alder Creek	47.22268	-116.60767
Avery	47.2503923	-115.8065518
Adair	47.342149	-115.612098
Avon	46.826007	-116.613768
Aspendale	46.676841	-116.497374
Agatha	46.510728	-116.576815
Ahsahka	46.505812	-116.324635
Alto	46.3860301	-118.1123276
Anatone	46.1348732	-117.1324213
Asotin	46.3406415	-117.0485754
Alicel	45.405977	-117.978775
Asbestos Point	45.817948	-115.940695
Agency	47.330528	-114.29247
Allentown	47.457051	-114.117839
Arlee	47.1598968	-114.0825707
Alberton	47.002957	-114.482004
Apple Blossom Court	46.503811	-114.086214
Avon	46.598265	-112.5926895
Alta	45.621245	-114.303166
Anaconda	46.128366	-112.941247
Anaconda	46.143343	-112.86622
Apex	45.378459	-112.710204
Argenta	45.2797873	-112.8618189
Allison Bay 219	58.763274	-111.049423
Anzac	56.448741	-111.042937
Arviat	61.108667	-94.058535
Amery	56.567738	-94.068031
Amesbury	55.08111	-112.49722
Avenir	55.04056	-112.28083
Ashmont	54.129062	-111.56903
Andrew	53.880641	-112.331863
Ardmore	54.332647	-110.482601
Aspen Cove	53.54454	-108.68959
Alliance	52.435536	-111.781694
Amisk	52.564532	-111.060618
Altario	51.919253	-110.160938
Antelope Park 322	51.765093	-109.83208
Alsask	51.376166	-109.991478
Atlee	50.84167	-110.95028
Acadia Valley	51.149769	-110.214915
Acadia 34	51.149769	-110.214915
Aquadeo	53.137334	-108.424015
Ahtahkakoop 104	53.397123	-106.903068
Alticane	52.903377	-107.479525
Arelee	52.259256	-107.5032
Asquith	52.133346	-107.231023
Abbey	50.737228	-108.757719
Ardath	51.619132	-107.228055
Air Ronge	55.0893125	-105.3370714
Anglin Lake	53.70417	-105.95583
Alingly	53.394342	-105.936546
Albertville	53.394559	-105.543365
Albert	52.11782	-106.64478
Adelaide Park	52.09282	-106.64172
Aberdeen	52.326107	-106.291461
Aberdeen	52.435095	-106.291527
Alvena	52.517311	-106.016351
Annaheim	52.3183133	-104.8209078
Allan	51.893117	-106.056486
Allan Hills	51.386	-106.045
Arm River 252	51.240347	-105.822021
Aylesbury	50.938072	-105.693
Amazon	51.55007	-105.45118
Amazon	51.5473995	-105.4522255
Alice Beach	50.9282945	-105.1650738
Alta Vista	50.80306	-104.9675
Armley	53.117	-104.034
Aylsham	53.191587	-103.805086
Arborfield	53.103748	-103.660625
Arborfield 456	53.074717	-103.514263
Archerwill	52.440127	-103.861301
Armit	52.83336	-101.78381
Abernethy 186	50.694899	-103.540139
Abernethy	50.746663	-103.422492
Arran	51.884502	-101.718663
Atwater	50.774216	-102.22687
Alderson	50.281	-111.347
Askow	49.933	-111.7
Aloe	48.65721	-112.00587
Allerston	49.1445	-111.7642
Aden	49.028387	-111.296415
Agawam	47.996986	-112.156518
Azure	48.298185	-109.803309
Agency	48.257627	-109.771898
Arlington 79	49.582525	-108.662188
Admiral	49.713082	-108.00362
Aneroid	49.715047	-107.294378
Auvergne 76	49.654612	-107.427201
Ashfield	48.47367	-107.459402
Augusta	47.491436	-112.393158
Ashuelot	47.557561	-111.815453
Austin	46.643772	-112.222607
Alhambra	46.455241	-111.984188
Adel	47.022378	-111.640176
Armington	47.367156	-110.903912
Armington Junction	47.348021	-110.894398
Arrow Creek	47.342727	-110.170854
Amazon	46.32021	-112.10722
Accola	45.94989	-111.186081
Arnold	45.714497	-111.354698
Amsterdam	45.758217	-111.320137
Alder	45.324021	-112.107299
Anceney	45.649353	-111.360764
Atkins	45.62132	-111.19718
Aldridge	45.086879	-110.821604
Amherst	47.147051	-109.620404
Ahles	46.479256	-107.163611
Acton	45.932199	-108.682827
Absarokee	45.5203271	-109.4425679
Alpine	45.204212	-109.641343
Anita	45.940022	-108.016479
Aberdeen	45.054358	-107.354063
Archive	50.280361	-105.626365
Ardill	49.940216	-105.841371
Assiniboia	49.633597	-105.991833
Avonlea	50.015933	-105.059518
Albert Park South	50.40143	-104.63111
Assiniboia East	50.43476	-104.57833
Avonhurst	50.637727	-104.131474
Amulet	49.617743	-104.750587
Archer	48.793295	-104.858112
Antelope	48.6916732	-104.4577656
Anderson	48.345577	-104.932471
Andes	47.954508	-104.547188
Assiniboine 76	50.348703	-103.472348
Arcola	49.631975	-102.491627
Alameda	49.266988	-102.281734
Antler 61	49.577197	-101.804131
Antler	49.567469	-101.456154
Alida	49.389748	-101.872508
Ambrose	48.9522799	-103.486905
Ambrose Township	48.946577	-103.531973
Alkabo	48.8611504	-103.8813978
Alexandria	48.734892	-103.706253
Appam	48.570287	-103.588701
Alamo	48.5761431	-103.4720787
Atcoal	48.90142	-102.911846
Athens	48.4164031	-103.6246888
Avoca	48.185024	-103.524082
Alexander	47.8420316	-103.6423856
Argyle 1	49.177864	-101.474393
Antler	48.9718352	-101.2856973
Antler Township	48.94629	-101.30005
Alger	48.247598	-102.504573
Austin	48.15346	-102.224474
Aurelia	48.473857	-101.908245
Afton	48.138848	-101.339327
Anna	47.978132	-101.679825
Angela	46.7299661	-106.1999516
Allard	47.03881	-104.568013
Ashland	45.599135	-106.27583
Albion	45.186947	-104.275738
Alzada	45.024918	-104.411451
Alex	47.819358	-103.543401
Antelope Creek	47.718084	-103.647473
Arnegard	47.8088938	-103.4404079
Alpha	46.658345	-103.819922
Amidon	46.4824496	-103.3214045
Amundsville	47.804182	-101.936456
Antelope	46.85584	-102.202669
Acme	46.501308	-102.360264
Almont	46.727895	-101.502214
Adelaide	46.162285	-103.681112
Amor	46.060978	-103.514786
Antelope	45.372327	-102.758952
Alden Township	46.33333	-102.58389
Ashby	46.249325	-102.435023
Argonne Township	46.15417	-102.62389
Anderson	45.702077	-102.226762
Ada	45.34094	-102.405466
Athboy	45.574152	-101.922643
Arnot	55.775421	-96.65737
Angusville	50.735886	-101.020043
Ashville	51.177292	-100.297553
Anama Bay	51.9537408	-98.0688063
Ashern	51.181941	-98.346014
Arborg	50.906486	-97.218203
Armstrong	50.507026	-97.495282
Arnes	50.802321	-96.993839
Archie	50.166873	-101.241139
Arrow River	50.144111	-100.897164
Alexander	49.829899	-100.295158
Avesta	50.48832	-99.770178
Arden	50.27723	-99.269766
Amaranth	50.594944	-98.739596
Austin	49.950436	-98.935629
Argyle	49.384892	-99.244181
Altamont	49.398729	-98.496587
Amity	48.777051	-100.336365
Anamoose Township	47.891011	-100.263028
Anamoose	47.877162	-100.24113
Antelope Lake	47.977599	-100.1551
Aylmer	47.933839	-100.192937
Alexander	47.977884	-99.876945
Alexanter	47.977884	-99.876945
Amourdale	48.871396	-99.372916
Armourdale	48.848537	-99.328848
Agate	48.631796	-99.515073
Arndt	48.630004	-99.235416
Alsen	48.6307532	-98.7097221
Atkins	48.41421	-99.297424
Arne	47.919383	-99.639392
Albert	48.0646514	-99.5240374
Aurora	47.948065	-99.417864
Alonsa	50.801284	-98.977604
Argyle	50.182005	-97.456115
Aubigny	49.458068	-97.246527
Arnaud	49.251471	-97.102873
Alexander	50.538532	-96.149313
Anola	49.885027	-96.637292
Advance	48.848755	-97.753323
Altona	49.104418	-97.559305
Akra	48.773267	-97.7285176
Adams Township	48.412708	-98.124035
Adams	48.4210767	-98.0791588
Adler	47.889578	-97.925148
Auburn	48.5068414	-97.4396319
Acton	48.412072	-97.212044
Ardoch Township	48.23814	-97.318814
Ardoch	48.2058801	-97.3422166
Agnes	48.093429	-97.675362
Avon	47.81663	-97.613989
Arvilla	47.9202468	-97.4993192
Arveson	48.601256	-96.457783
Augsburg	48.485507	-96.715089
Argyle	48.337491	-96.815326
Alvarado	48.192003	-96.999244
Alma	48.688037	-98.1444846
Alma	48.325892	-96.696664
Angus	48.079185	-96.702156
Angus Township	48.06833	-96.70639
Agder	48.221897	-96.09006
Andrews	47.804618	-101.035279
Aurena	47.70317	-100.79988
Arena	47.126537	-100.166494
Atwood	47.198386	-99.905192
Arnold	46.917694	-100.750849
Apple Creek	46.765407	-100.647377
Apple Valley	46.82166	-100.5979
Allen	46.937655	-99.88932
Ashland	47.124242	-98.65787
Alexander	46.674433	-99.00889
Alfred	46.603033	-99.000893
Adrian	46.5997535	-98.5539177
Akaska	45.3333868	-100.120635
Artas	45.885971	-99.806907
Ashley	46.0344974	-99.3774921
Albion	46.054747	-98.693225
Albertha	45.997472	-98.922588
Allison	45.808482	-98.683669
Adrian	45.578741	-99.174187
Aberdeen	45.4651367	-98.4880731
Aberdeen Township	45.4566	-98.521746
Athol	45.007818	-98.599848
Addie	47.5366605	-98.3295088
Aneta	47.6805001	-97.9897136
Ashtabula	47.0806455	-98.0025085
Allendale	47.802527	-97.174582
Alton	47.355535	-97.045641
Anderson	47.023164	-98.277092
Alta	46.949085	-97.891923
Ayr	47.0417731	-97.4906605
Absaraka	46.96287	-97.366672
Alice	46.7600254	-97.5559983
Arthur Township	47.108194	-97.262597
Arthur	47.105159	-97.218098
Amenia	47.006438	-97.213877
Addison	46.760231	-97.115865
Anselm	46.529107	-97.510897
Americus	47.715621	-97.045326
Anglim	47.79497	-96.59784
Andover	47.731243	-96.674728
Anthony Township	47.36472	-96.65556
Anthony	47.35395	-96.665809
Ada	47.296093	-96.514159
Argusville	47.050184	-96.93063
Averill	46.970665	-96.547159
Abercrombie	46.4477212	-96.735868
Alliance	46.712394	-96.552808
Atherton	46.587001	-96.460844
Atlanta	47.02088	-96.109134
Audubon Township	46.8462214	-95.938106
Audubon	46.863391	-95.980369
Angola Station	46.8462214	-95.938106
Amor	46.4123103	-95.7450298
Amor Township	46.41611	-95.70889
Alleghany	46.326197	-97.846658
Ada	45.979641	-98.319077
Amherst	45.737905	-97.921031
Aliceton	46.326088	-97.595518
Andover	45.4111488	-97.9044387
Agency Village	45.569178	-97.082364
Alto	45.428407	-97.154709
Antelope	46.340294	-96.966982
Abercrombie Township	46.387654	-96.809217
Akron	46.413152	-96.322562
Andrea	46.325881	-96.322008
Aastad	46.137355	-96.081166
Aurdal	46.290532	-95.968523
Ashby	46.0930782	-95.8159611
Arthur	45.643961	-96.677488
Agency	45.5149635	-97.0200984
Almond	45.455611	-96.400421
Alban	45.1941	-96.574365
Albee	45.051156	-96.556118
Adams	45.020418	-96.571298
Augusta	45.023052	-96.414735
Alberta	45.576337	-96.047756
Artichoke	45.399126	-96.157782
Artichoke Township	45.37972	-96.17861
Agassiz	45.196753	-96.288725
Akron	45.283561	-96.179138
Appleton	45.196559	-96.01966
Appleton Township	45.198536	-96.039952
Arena	45.008997	-96.309807
Angle Inlet	49.345288	-95.070605
Angle Township	49.097457	-94.975471
Amesdale	50.016519	-92.936856
Arnesén	48.957491	-95.067452
Alberton	48.589898	-93.516457
Agency 1	48.6231244068378	-93.3610533325165
Arbutus	48.306864	-93.047659
Ash Lake	48.2179238	-92.9132004
Alcona	50.068261	-91.744856
Allan Water	50.231914	-90.250084
Atikokan	48.756041	-91.613353
Angleworm Lake	48.10639	-91.85778
Aure	47.6842	-95.129921
Alaska	47.786944	-95.011915
Alida	47.383598	-95.229554
Andrusia	47.486064	-94.663872
Ardenhurst	47.788464	-94.268983
Alvwood	47.7299103	-94.2676273
Alvwood Township	47.71667	-94.24417
Arago	47.051183	-95.156723
Arago Township	47.03139	-95.10583
Akeley	46.9985532	-94.728661
Akeley Township	47.021318	-94.727447
Ah-gwah-ching	47.076079	-94.5643079
Andersons Crossing Campground	46.698299	-94.8824
Ansel	46.680454	-94.702347
Alder	47.561611	-93.703815
Arbo	47.300882	-93.544881
Aitkin Township	46.551315	-93.753079
Aitkin	46.533355	-93.711119
Automba	46.521038	-93.012169
Automba Township	46.54556	-92.98639
Almora	46.2467217	-95.3639628
Aldrich Township	46.413249	-94.966465
Aldrich	46.374877	-94.938746
Alexandria	45.889471	-95.377529
Alexandria Township	45.890804	-95.305914
Ashley	45.715927	-95.046478
Arctander	45.283684	-95.135097
Albany	45.630382	-94.574185
Albany Township	45.628916	-94.611708
Avon Township	45.630743	-94.448601
Avon	45.6086682	-94.4496388
Atwater	45.139004	-94.777589
Acton Township	45.133	-94.683
Acton	45.105784	-94.69604
Agram	45.94127	-94.177459
Alberta	45.779513	-93.946073
Arthyde	46.390247	-93.096121
Ann Lake	45.948067	-93.43132
Arthur	45.852226	-93.338066
Andree	45.728623	-93.223112
Annandale	45.262742	-94.124433
Albion	45.181247	-94.07342
Albright	45.1304774	-94.1300011
Albion Center	45.181247	-94.07342
Albertville	45.235712	-93.653931
Armstrong	45.011352	-93.686907
Athens Township	45.44639	-93.24444
Athens	45.442523	-93.280965
Anoka	45.197931	-93.387196
Andover	45.246368	-93.302834
Arbor Lakes	45.0925	-93.4348
Arden Hills	45.057383	-93.182859
Alango	47.724701	-92.792473
Angora Township	47.75972	-92.6425
Angora	47.7800995	-92.6563454
Aurora	47.529308	-92.233727
Ault	47.2739522	-91.8452632
Alger	47.147151	-91.692675
Alborn	46.9742821	-92.5734384
Arrowhead	46.852711	-92.76989
Arlberg	46.923275	-92.614082
Atkinson Township	46.5975	-92.61361
Atkinson	46.620514	-92.607704
Alford	46.63189	-92.38353
Anton	46.619108	-92.235471
Alden	47.068756	-91.857986
Arnold	46.858345	-92.096771
Allouez	46.688551	-92.024635
Ambridge	46.636607	-92.070469
Amnicon Falls	46.60389	-91.89
Amnicon	46.6000511	-91.8362281
Ashland	46.5902123	-90.889002
Ashland Junction	46.573833	-90.9713
Auvinen Corner	46.520225	-90.096285
Aurora	46.450328	-90.14663
Anvil	46.470287	-90.018621
Askov	46.189202	-92.782475
Arna	46.091397	-92.326959
Arlone	46.011714	-92.740082
Alpha	45.7721497	-92.5793627
Anderson	45.6477463	-92.6725101
Atlas	45.635637	-92.601191
Almelund	45.491545	-92.787676
Amador	45.491545	-92.787676
Apple River	45.42489	-92.345994
Alden	45.2736577	-92.4176751
Arcola	45.116539	-92.774652
Amery	45.3068974	-92.3621444
Almena (town), Wisconsin	45.4375	-92.10694
Almena	45.414982	-92.032991
Angus	45.6342776	-91.6011383
Arland	45.338312	-92.023812
Auburn	45.157327	-91.606972
Ashland Town	46.392578	-90.736496
Anderson	46.366864	-90.407612
Agenda	46.07944	-90.38194
Agenda	46.0532831	-90.4269422
Atlanta	45.510341	-91.331473
Apollonia	45.449964	-91.301545
Anson	45.046143	-91.271613
Arthur	45.067648	-91.14677
Arnold	45.24886	-91.004301
Aurora	45.1627647	-90.8641335
Athens	45.0331	-90.073898
Athens	45.033143	-90.077385
Anahola	22.1386782	-159.3060016
Ahukini Landing	21.989563	-159.341124
Akupu	21.390946	-158.100096
Aiea Heights	21.394372	-157.917852
Aiea	21.379009	-157.930911
Ahuimanu	21.443206	-157.832745
Ala Moana	21.291852	-157.843565
Autukia	0.61667	-174.36667
Arabata	4.68333	-160.37778
Akona	20.10039	-155.608892
Ahualoa	20.06	-155.48
Aloha Kona	19.638202	-155.978608
Ainapo	19.359955	-155.423986
Ainaloa	19.520293	-154.986781
Agate Beach	44.676022	-124.059226
Alsea Rivera	44.405398	-123.898447
Ada	43.875078	-124.045397
Allegany	43.426085	-124.031685
Ash	43.555709	-123.822476
Arago	43.1018391	-124.1908426
Agness	42.5614251	-124.0544832
Adams Station	41.842613	-123.992576
Albeeville	41.0206889	-123.8672806
Acorn	40.96	-123.83
Alliance	40.888461	-124.087841
Arcata	40.868186	-124.090548
Arlynda Corners	40.594735	-124.255307
Alton	40.548569	-124.141257
Andersonia	39.971904	-123.80053
Albion	39.221764	-123.769961
Airlie	44.7420503	-123.3448613
Adair Village	44.6721769	-123.2183919
Alder	44.582284	-123.510746
Alsea	44.381574	-123.595525
Albany	44.6365027	-123.106025
Alpine	44.330826	-123.361669
Alpine Junction	44.336701	-123.296997
Aumsville	44.8408603	-122.8729414
Alpha	44.164588	-123.702451
Austa	44.00222	-123.65083
Alvadore	44.1265279	-123.2642505
Alma	43.890954	-123.474821
Anlauf	43.710959	-123.224498
Axford	44.887093	-121.047603
Alfalfa	44.088457	-121.027202
Azalea	42.7989625	-123.2503684
Applegate	42.257419	-123.171084
Algoma	42.347124	-121.816028
Altamont	42.198615	-121.722746
Antelope	44.9121012	-120.7244959
Ashwood	44.734294	-120.754595
Antone	44.471193	-119.808136
Austin	44.603546	-118.497475
Austin Junction	44.569399	-118.505544
Andrews	42.462525	-118.613504
Ashland	42.190417	-122.703274
Ager	41.865775	-122.46178
Abrams Lake Mobile Estates	41.33806	-122.35528
Antlers	40.895428	-122.371122
Ady	42.07904	-121.84556
Andesite	41.532374	-122.204734
Ainsworth Corner	41.987134	-121.558914
Ambrose	41.501833	-120.981359
Azalea	41.278208	-122.302233
Argusville	41.16	-121.13
Adin	41.195351	-120.945284
Addington	40.85	-121.08
Alderpoint	40.174739	-123.610961
Alford Place	40.218208	-122.666678
Alpine	39.43639	-123.58333
Arnold	39.523635	-123.388223
Alder Springs	39.651154	-122.725752
Anderson	40.453009	-122.298516
Avery Place	40.18194	-121.78056
Almanor	40.216994	-121.170322
Anita	39.811332	-121.956847
Artois	39.620605	-122.194134
Afton	39.420072	-121.966615
Alturas	41.4909609	-120.5425488
Adel	42.1774132	-119.8990276
Avila Place	41.042948	-120.867741
Atola	40.3675	-120.324
Argentine	39.92472	-120.7725
Alleghany	39.465675	-120.846093
Arabia	40.361218	-118.395717
Argo	39.597413	-119.163777
Annex	44.236151	-116.981227
Adrian	43.740599	-117.071842
Arcadia	43.92433	-116.98544
Apple Valley	43.839977	-116.996437
Allendale	43.67627	-116.87487
Archabal	44.84684	-116.12207
Alpine	44.593498	-116.49487
Arling	44.62517	-116.05013
Abstein Place	44.97074	-115.48678
Alpha	44.391499	-116.008911
Amsco	43.764606	-116.649305
Arock	42.914094	-117.525281
Atlanta	43.8016569	-115.1271171
Arco	43.636623	-113.300024
Appleton	42.74796	-114.635325
Amsterdam	42.295399	-114.574693
Artesian City	42.4209	-114.161557
Atomic City	43.4434437	-112.812289
Aberdeen	42.944148	-112.838742
Arbon Valley	42.887239	-112.633273
Adelaide	42.80713	-113.721961
Acequia	42.668902	-113.597139
