Wevok	68.86779	-166.098632
Point Hope	68.360499	-166.558447
Point Hope	68.3503608	-166.723497
Chariot	68.10583	-165.74278
Kivalina	67.738053	-164.559576
Wainwright	70.639003	-160.025261
Point Lay	69.743241	-163.012488
Naokok	69.481407	-163.079513
Red Dog Mine	68.048871	-162.862398
Noatak	67.569634	-162.968523
Anaktuk	70.199799	-159.731903
Brady	68.970009	-158.465988
Barrow	71.290706	-156.792247
Nuwuk	71.385091	-156.465058
Browerville	71.298056	-156.77
Atqasuk	70.482478	-157.419016
Alaktak	70.770111	-155.035339
Kokruagarok	70.915	-153.0725
Umiat	69.366944	-152.144167
Nuiqsut	70.338605	-151.089112
Nuiqsut	70.2149278	-150.987333
Alpine	70.346398	-150.9283063
Anaktuvuk Pass	68.147939	-151.725512
Dietrich Camp	67.65378	-149.712484
Big Lake	67.504257	-149.45607
Prudhoe Bay	70.2550344	-148.3324035
Deadhorse	70.205556	-148.511667
Prudhoe Bay	70.257698	-148.358536
Sagwon	69.373056	-148.700556
Bullen	70.178221	-146.845708
Chandalar	67.505278	-148.493611
Chandalar	67.25139	-148.17611
Kaktovik	70.1271775	-143.6129377
Arctic Village	68.121051	-145.519127
Gordon	69.68	-141.20583
Gordon	69.629285	-141.2007
Diomede	65.7582594	-168.9521673
Gambell	63.742825	-171.682897
Savoonga	63.694274	-170.471877
St. Paul	57.1209275	-170.2729603
Seal Island Historic	56.90778	-170.04056
St. George	56.6012527	-169.5563732
Shishmaref	66.2540167	-166.0752206
Wales	65.6099831	-168.091525
Mitletukeruk	65.809219	-167.556946
Tin City	65.558611	-167.948056
York	65.493611	-167.684167
Ikpek	65.893555	-167.280243
Port Clarence	65.2618388	-166.8538495
Brevig Mission	65.335052	-166.486605
Teller	65.260892	-166.360155
Sullivan	65.063056	-166.195278
Kividlo	66.531966	-164.752553
Singeak	66.530777	-164.684219
Talikoot	67.152399	-163.512461
Espenberg	66.58889	-163.967621
Serpentine Hot Springs	65.856944	-164.714167
Taylor	65.72722	-164.84861
Davidsons Landing	65.24194	-165.27167
New Igloo	65.1275	-165.16833
Pilgrim Springs	65.093611	-164.923889
Dahl	65.364722	-164.713611
Shelton	65.222588	-164.826461
Casadepaga	64.796667	-164.35
East Fork	64.692778	-164.276389
Council	64.895	-163.676389
White Mountain	64.6824704	-163.41215
Sinuk	64.596329	-166.251098
Nome mining district	64.567	-165.333
Perkinsville	64.55056	-165.415
Nome	64.505859	-165.4029112
Cape Nome	64.463889	-164.959444
Port Safety (historical)	64.46963	-164.75501
Lees Camp	64.620278	-164.391389
Solomon	64.560833	-164.439167
Quigleys Camp	64.650556	-164.326667
Bluff	64.572778	-163.754167
Emmonak	62.7777455	-164.538076
Alakanuk	62.6837526	-164.6502975
Nililak	62.589167	-164.785833
Nunam Iqua	62.5314216	-164.8475849
New Knockhock	62.124686	-164.880936
Kwiguk	62.756439	-164.514496
Akumsuk	62.723056	-164.472222
Lamont	62.701309	-164.403472
Kravaksarak	62.813611	-164.076944
Hamilton	62.895676	-163.869415
New Hamilton	62.731111	-163.925833
Bill Moores	62.9454	-163.766327
Kotlik	63.03279	-163.556482
Fish Village	62.521111	-163.843333
Arolokovik	62.384722	-163.800556
Mountain Village	62.087117	-163.723211
Johnnys Village	62.089167	-163.553611
St. Marys	62.051979	-163.179532
Pitkas Point	62.033398	-163.284812
Sheshalik	66.99417	-162.82806
Kotzebue	66.8986972	-162.5814417
Noorvik	66.83662	-161.041795
Klery Creek	67.179444	-160.403056
Old Kotzebue	66.833333	-161
Tenmile Post	66.879831	-160.766911
Kiana	66.9728083	-160.4254448
Okok Point	66.943413	-160.527816
Elephant Point	66.2590995	-161.3453727
Fink Creek	65.895556	-163.018611
Deering	66.0765996	-162.7262793
Chicago Creek	65.89444	-162.44917
Kiwalik	66.024522	-161.856354
Camp 19	65.841278	-162.039337
Candle	65.913333	-161.924444
Moses Point Fishing Village	64.697778	-162.028056
Buckland	65.979464	-161.129823
Haycock	65.209722	-161.165556
Dime Landing	65.12	-161.159722
Koyuk	64.930652	-161.159978
Selawik	66.600587	-160.014464
Nillik	66.602341	-159.242447
Ambler	67.087303	-157.857671
Nulato	64.733433	-158.104217
Koyukuk	64.8845165	-157.7027442
Golovin	64.543983	-163.032331
Walla Walla	64.551667	-162.470556
Elim	64.6176662	-162.2611305
Stebbins	63.5185691	-162.2846264
St. Michael	63.478189	-162.041114
Shaktoolik	64.353332	-161.193241
Ungalik	64.571401	-160.900673
Egavik	64.048843	-160.924804
Klikitarik	63.469444	-161.471111
Unalakleet	63.881547	-160.789577
Nokrot	63.211102	-162.765411
Pikmiktalik	63.236111	-162.5925
Pilot Station	61.9406729	-162.879481
Takshak	61.957778	-162.176944
Marshall	61.876323	-162.08339
Kaltag	64.3407075	-158.7225803
Grayling	62.905068	-160.067697
Anvik	62.6557787	-160.2068715
Deloy Ges	62.6555	-160.2091
Holikachuk	62.918926	-159.536255
Shageluk	62.656391	-159.5339541
Paradise	62.415556	-160.049167
Holy Cross	62.198156	-159.771687
Paimiut	61.964167	-160.231944
Gost Creek	62.210556	-159.785833
Folger	62.942716	-157.88246
Iditarod	62.544444	-158.095278
Flat	62.454335	-158.012504
Discovery	62.4525	-157.933889
Georgetown	61.89889	-157.70111
Cape Romanzof	61.808599	-166.090574
Hooper Bay	61.529471	-166.09829
Nash Harbor	60.19743	-166.951586
Mekoryuk	60.3902665	-166.1929858
Chevak	61.525633	-165.596346
Scammon Bay	61.842396	-165.581833
Tununak	60.5859766	-165.255728
Newtok	60.9367196	-164.6303269
Ukak	60.724889	-164.948108
Umkumiute	60.49972	-165.19889
Umkumiut	60.506214	-165.198181
Toksook Bay	60.535905	-165.096529
Nightmute	60.4784634	-164.7241046
Chakaktolik	61.758906	-163.623566
Kanapak	61.831234	-163.194595
Mertarvik	60.8204374	-164.504254
Chefornak	60.157786	-164.2820701
Kipnuk	59.914345	-164.031416
Kwigillingok	59.8664236	-163.1457295
Ingrihak	61.748257	-161.990173
Ohogamiut	61.56731	-161.873901
Nunachuk	60.946774	-162.567891
Kasigluk	60.8732022	-162.5188387
Nunapitchuk	60.8972711	-162.4554027
Atmautluak	60.8587082	-162.2758277
Napakiak	60.694467	-161.9691831
Oscarville	60.7220322	-161.7706408
Napaskiak	60.7061053	-161.7672771
Kako Landing	61.85389	-161.34639
Toklik	61.622778	-161.696389
Russian Mission	61.788146	-161.344114
Kalskag	61.5367164	-160.3102654
Lower Kalskag	61.517014	-160.354426
Bethel	60.8048808	-161.7821472
Kepangalook	60.8472092	-161.616037
Akiachak	60.9019521	-161.4283318
Akiak	60.8954065	-161.2063034
Kwethluk	60.8103433	-161.4248052
Nunapitsinchak	60.795556	-161.375556
Tuluksak	61.0964923	-160.9674976
Tuntutuliak	60.341429	-162.6688187
Kongiganak	59.95389	-162.89528
Kongiganak	59.9532221	-162.8950658
Kuskovak	60.108607	-162.496985
Apokak	60.13	-162.198056
Eek	60.2158596	-162.0214556
Chimekliak	60.1	-162.216667
Quinhagak	59.7495114	-161.909917
Goodnews Bay	59.131928	-161.590302
Crow Village	61.57083	-159.78333
Aniak	61.582554	-159.542498
Chuathbaluk	61.5772228	-159.2394091
Nyac	61.004167	-159.940556
Napaimiut	61.545303	-158.684601
Oskawalik	61.739266	-158.220771
Napaimute	61.46194	-158.63917
Crooked Creek	61.864641	-158.127159
Kashegelok	60.951644	-157.713335
Twin Hills	59.0754277	-160.2812744
Aleknagik	59.2816634	-158.6059333
Mosquito Point	59.283333	-158.616667
Dillingham	59.0405972	-158.4641734
Wood River	59.069167	-158.441111
Platinum	59.0122327	-161.8195069
Goodnews Mining Camp	58.926111	-161.73
Togiak	59.0622662	-160.3738978
Ungalikthluk	58.934124	-160.1418
Manokotak	58.9816795	-159.0552415
Tuklung	58.828052	-159.248123
Clarks Point	58.8318632	-158.5521936
Nelsonville	59.00667	-158.53361
Kanakanak	58.997688	-158.545227
Nushagak	58.948144	-158.484402
Ekuk	58.80351	-158.553385
Portage Creek	58.9057512	-157.7164084
Egegik	58.2152715	-157.3759201
Ilnik	56.597023	-159.627182
Pilot Point	57.561661	-157.580702
Meshik	56.9125	-158.681944
Port Heiden	56.9574997	-158.6405959
Chignik Lake	56.254889	-158.772089
Chignik Lagoon	56.321263	-158.507231
Chignik	56.294442	-158.408809
Adak	51.873021	-176.660875
Adak	51.846878	-176.669861
Hospital Valley	51.847778	-176.633056
Atka	52.199657	-174.195578
Nikolski	52.939393	-168.866844
Nikolski	52.95108	-168.817825
Egorkovskoi	53.563889	-168
Kashega	53.466453	-167.148347
Makushin	53.776943	-166.990646
Dutch Harbor	53.8898	-166.5422
Unalaska	53.8730489	-166.5313988
Biorka	53.819477	-166.206421
False Pass	54.847794	-163.410612
Morzhovoi	54.897121	-163.307174
Akutan	54.1321983	-165.7855392
Ikatan	54.75	-163.30833
Nelson Lagoon	56.0009562	-161.2072098
Cold Bay	55.2040491	-162.7040299
King Cove	55.0491342	-162.3044216
Belkofski	55.08889	-162.03056
Bear River	56.165962	-160.433631
Port Moller	55.98861	-160.57694
Herendeen Bay	55.76806	-160.68583
Sand Point	55.3414543	-160.4962989
Unga	55.18404	-160.505157
Sanak	54.478275	-162.803283
Pauloff Harbor	54.45917	-162.69361
Ivanof Bay	55.902105	-159.488699
Perryville	55.917408	-159.144794
Mitrofania	55.984451	-158.716476
Shungnak	66.886008	-157.158188
Bornite	67.05917	-156.94278
Kobuk	66.914514	-156.897412
Hogatza	66.189722	-155.717222
Huslia	65.696562	-156.364362
Yistletaw	64.824501	-157.367798
Galena	64.73396	-156.928334
Hog Landing	66.012127	-155.390379
Ruby	64.738	-155.485205
Allakaket	66.539533	-152.741791
Alatna	66.5535029	-152.7062166
