Classet	48.386453	-124.676908
Ozette	48.153351	-124.665149
Quillayute	47.9425335	-124.540803
Sekiu	48.265398	-124.300031
Pysht	48.1973329	-124.1188593
Beaver	48.0558838	-124.3474203
Sappho	48.069953	-124.2808327
Forks	47.9479962	-124.385451
Shadow	48.1470904	-123.857677
Ovington	48.065725	-123.860231
Oil City	47.75036	-124.42548
Queets	47.539067	-124.333953
Taholah	47.333209	-124.286407
Moclips	47.2343573	-124.2132929
Sunset Beach	47.225918	-124.209069
Aloha	47.2015638	-124.1674369
Roosevelt Beach	47.173443	-124.189834
Iron Springs	47.1573687	-124.1880355
Copalis Beach	47.11391	-124.169341
Neilton	47.4210396	-123.8763471
Copalis Crossing	47.1226741	-124.0861224
Ocean City	47.0722572	-124.165506
Ocean Shores	46.970108	-124.159926
Cohassett	46.8720214	-124.105662
Tulips	47.071988	-124.042072
Chenois Creek	47.030858	-124.025208
Grays Harbor City	46.98509	-123.96128
Wishkah	47.108414	-123.77736
East Hoquiam	46.975233	-123.865447
Pilgrim Heights	46.981759	-123.830445
Bel-Aire	46.985648	-123.825444
Laidlow	46.86148	-124.073783
South Arbor	46.9204898	-123.9817094
Heather	46.7713306	-124.0811715
Rhodesia Beach	46.6135522	-123.9534188
Bruceport	46.6794193	-123.8990911
Klipsan Meadows Park	46.467147	-124.044006
North Nemah	46.5136301	-123.863672
Long Beach	46.3548849	-124.0543123
Moores Corner	46.3457433	-124.0411905
Gulfaire Mobile Villa	48.98776	-123.062347
Yacht Haven	48.584768	-123.167184
Lakedale	48.572322	-123.084073
Maple Beach	49.002	-123.037984
Hillsdale	48.960389	-122.735731
Birch Bay	48.9177847	-122.7450527
Pleasant Valley	48.906581	-122.700384
Lynden	48.9461449	-122.448738
Tenmile	48.869835	-122.448498
Beach Haven	48.685452	-122.949837
Buckhorn	48.7064211	-122.8704326
Deer Harbor	48.619907	-123.001136
West Sound	48.631924	-122.961316
Friday Harbor	48.5347535	-123.0161039
Orcas	48.597951	-122.944184
Blakely Island	48.5743604	-122.8263634
Lummi Island	48.724877	-122.686304
Crescent Beach	48.694528	-122.904032
Noon	48.803234	-122.398815
Bellingham	48.7548994	-122.4781217
Lakeway	48.742609	-122.446835
North Beach	48.572605	-122.630174
Samish Island	48.575847	-122.540986
Cap Sante	48.518198	-122.60034
Chuckanut	48.666308	-122.485232
Joyce	48.138734	-123.73874
Ramapo	48.122291	-123.683408
Snug Harbor	48.0750394	-123.7037408
Windy Arm	48.003405	-123.601678
Whiskey Bend	47.968422	-123.582967
Port Angeles East	48.1048402	-123.3729674
Crane	48.105026	-123.322298
Agnew	48.0972457360217	-123.222063438541
Little Oklahoma	48.0437412	-123.3068617
Carlsborg	48.0787617	-123.1674147
Jamestown	48.127982	-123.0871996
Sequim	48.0778433	-123.1076854
Sunnyside Mobile Court	48.077151	-123.109332
Bell Hill	48.051035	-123.09168
Argyle	48.515184	-123.02308
Coupeville	48.2123353	-122.6861621
Howards Corner	48.4545065	-122.5829244
Rosario Beach	48.4227797	-122.6645999
Dewey	48.428628	-122.608152
Yokeko Point	48.420428	-122.61988
Cornet	48.395936	-122.629615
Snee-Oosh	48.4005753	-122.5450862
Avon	48.4655353516346	-122.393085739202
Skagit City	48.384683	-122.36828
Conway	48.3410253	-122.3403983
Whidbey Island Station	48.335055	-122.669274
Market Town	48.3258573	-122.668796
Oak Harbor	48.293245	-122.643297
Sunset Terrace	48.215932	-122.674335
Dean Manor	48.217321	-122.687669
Maple Grove Beach	48.253155	-122.516273
Northwest Stanwood	48.257563	-122.351993
Stanwood	48.2410302	-122.3717854
East Stanwood	48.2441792	-122.3469809
Warm Beach	48.170481	-122.364801
Beckett Point	48.07694	-122.88889
Schoolhouse Point	48.036056	-123.020222
Gardiner	48.0487786	-122.9174068
Discovery Junction	47.992975	-122.872705
Glen Cove	48.09176	-122.806
Fort Flagler	48.096761	-122.695165
Four Corners	48.0493338	-122.8196486
Woodmans	48.017287	-122.830959
Port Hadlock	48.030197	-122.77834
Marrowstone	48.054144	-122.689377
Fairmont	47.9912266	-122.8711992
Quilcene	47.826982	-122.878212
Center	47.9443688	-122.7890889
Oak Bay	47.968565	-122.739643
Beaver Valley	47.92599	-122.730517
Swansonville	47.937132	-122.700481
Dabob	47.848213	-122.804365
Keystone	48.163708	-122.631831
Greenbank	48.097874	-122.572834
Nordland	48.049274	-122.691067
Freeland	48.0075792	-122.5244168
Saratoga Shores	48.134736	-122.510126
Bells Beach	48.076204	-122.469375
Bretland	48.121486	-122.425879
Tulare Beach	48.100785	-122.343785
Saratoga	48.07249	-122.466108
Port Ludlow	47.925475	-122.68466
Four Corners	47.817038	-122.64404
Port Gamble	47.8541798	-122.5841603
Columbia Beach	47.974825	-122.351975
Glendale	47.938929	-122.358342
Rose Point	47.854817	-122.509585
Perrinville	47.829047	-122.341356
Everson	48.911106	-122.358225
Nooksack	48.9260268	-122.3218356
Columbia	48.9673325	-122.1630161
Maple Falls	48.9241515	-122.0772684
Warnick	48.904097	-121.991264
Cedarville	48.84005	-122.296475
Deming	48.822055	-122.209003
Clipper	48.760297	-122.201708
Blue Canyon	48.675436	-122.266452
Wickersham	48.652862	-122.208416
Saxon	48.685767	-122.19645
Doran	48.6784738	-122.196066
Prairie	48.601607	-122.232728
Thornwood	48.5795558	-122.2242757
Minkler	48.5265439	-122.1073799
Lyman	48.5265104	-122.0609077
Hamilton	48.5291997	-121.9901201
Grassmere	48.5396208	-121.7802319
Portage	48.58401	-121.390405
Newhalem	48.6736411	-121.2471981
Mount Vernon	48.4174982	-122.3361581
Baker Heights	48.435191	-122.247503
Sedro-Woolley	48.503322	-122.235451
Clear Lake	48.4595584	-122.2343198
Big Lake	48.399225	-122.240097
Montborne	48.3807791	-122.2220525
North Stanwood	48.258711	-122.342654
Silvana Terraces	48.202649	-122.279753
Silvana	48.202326	-122.253914
Arlington Heights	48.2019475	-122.0608927
Trafton	48.235784	-122.06309
Arlington Heights	48.202155	-122.055217
Oso	48.272146	-121.923212
Rowan	48.2763518	-121.8426728
Swede Heaven	48.2841251	-121.7284406
Barco	48.272811	-121.663201
Weallup Lake	48.112445	-122.31312
English	48.151414	-122.207094
Stimson Crossing	48.118597	-122.186563
Kruse Junction	48.105748	-122.177304
Mission Beach	48.04875	-122.273335
Sisco Heights	48.115416	-122.097873
Lake Cassidy	48.034074	-122.083397
Edgewater	47.952562	-122.280439
Nelsons Corner	47.9233622	-122.3001817
Everett Junction	47.968984	-122.22708
Intercity	47.9143707	-122.2359993
Lynnwood	47.8239502	-122.2924238
North Lynnwood	47.857285	-122.280333
Mill Creek	47.855021	-122.217399
Murphys Corner	47.87815	-122.2068
Martha Lake	47.851115	-122.241042
Wintermutes Corner	47.849542	-122.21763
Mill Creek East	47.845575	-122.194465
Snohomish	47.91285	-122.093048
Three Lakes	47.9352322	-122.0016409
Larimers Corner	47.945467	-122.001712
Osborn Corner	47.877597	-122.165963
Rees Corner	47.8785768	-122.1097771
Roosevelt	47.894895	-122.018238
Fryelands	47.873632	-122.007438
Woodruff	47.872599	-122.00957
Robe	48.097389	-121.807154
High Rock	47.812236	-121.982517
Woods Creek	47.882975	-121.894925
North Sultan	47.880044	-121.825396
May Creek	47.856503	-121.675995
Sauk	48.474837	-121.626523
Bedal	48.096887	-121.386925
Reiter	47.842944	-121.633236
Vanderpool Crossing	48.661532	-120.328428
Mazama	48.595208	-120.41072
Early Winters	48.570665	-120.365241
Moore	48.235137	-120.61593
Gilbert	48.4576514	-120.5634867
Winthrop	48.4741	-120.1772881
Mowich Illahee	48.39737	-119.81396
Brown Lake	48.465984	-119.65617
Olema	48.288273	-119.802555
Malott	48.283611	-119.705269
Pateros	48.052055	-119.903154
Granite Falls	47.890134	-120.213692
Brewster	48.100199	-119.780923
Monse	48.1412632	-119.6783006
Bridgeport	48.00771	-119.67066
Howard	47.897934	-119.824276
Mud Spring	47.830418	-119.813391
Oroville	48.9392871	-119.4352182
Molson	48.9804074	-119.2006231
Tonasket	48.7070986	-119.4375327
Barker	48.5766867	-119.4806382
Anglin	48.6562817	-119.2882898
Old Wauconda	48.7109883	-118.9552878
Toroda	48.943199	-118.762968
Laurier	48.9980708	-118.224441
Orient	48.866461	-118.205496
Pollard	48.72864	-118.667539
Karamin	48.7727771	-118.6470569
Republic	48.6476954	-118.7380414
Barstow	48.7774294	-118.1406485
Disautel	48.360488	-119.237119
Nespelem	48.167039	-118.9766506
